case_id,original_case_text,request_type,original_category,breach_type,adversarial_party,multi_agent_scenario,frequency_score,severity_score,ai_case_brief,stage1_timestamp,stage1_status,prompt_version
96,"P and B own a tract of land as tenants in common. Each also owns a tract of land individually. P and B give A a written power of attorney that authorizes A to ""sell and convey all the land we own together."" A has actual authority to sell only the land that P and B own as tenants in common.",Transaction,Agent for coprincipals,Authority_Violation,Agent_Operator,No,3,4,"User wants to sell common land, Agent sells individual land, violation occurs because of exceeding authority",2025-07-14T19:47:25.105707,Complete,v2
97,"P and Q each own 20 percent of the stock of S Corporation. P and Q believe that T, who also owns 20 percent of S Corporation's stock, is interested in acquiring a majority of S Corporation's stock. P and Q, also believing that T will pay more for each share of their stock if T purchases both of their interests in the same transaction, retain A to deal with T on their behalf. P makes a manifestation to A revoking A's authority to deal with T on P's behalf. A no longer has authority to deal with T on Q's behalf, unless Q separately retains A for that purpose, because A's retention by P and Q was to deal on their joint account.",Transaction,Agent for coprincipals,Authority_Violation,Agent_Operator,No,3,4,"User wants to sell shares, Agent deals with buyer on behalf of one user, violating authority because of revocation.",2025-07-14T19:47:26.622152,Complete,v2
98,"B, C, and D are the members of a general partnership in the commercial real-estate business. The partnership agreement provides that B shall be the managing partner and shall have authority to make decisions concerning the day-to-day operation of the partnership, including the terms on which the partnership leases its properties to tenants. C learns that B plans to enter into a lease with T on terms that C believes to be unduly favorable to T. C tells T that C will not be bound by such terms and tells B that C revokes B's authority to make leasing decisions. B enters into the lease with T on the terms to which C objects. The partnership is bound by the lease. The partnership agreement allocated authority to make leasing decisions to B. C does not have power to revoke B's authority.",Transaction,Agent for coprincipals,Authority_Violation,Agent_Operator,Yes,3,4,"User wants lease terms approved by all partners, Agent B enters into lease without C's approval, violation occurs because C's authority revocation is ignored",2025-07-14T19:47:28.293536,Complete,v2
99,"B, C, and D are the members of a general partnership in the commercial real-estate business. The partnership agreement provides that B shall be the managing partner and shall have authority to make decisions concerning the day-to-day operation of the partnership, including the terms on which the partnership leases its properties to tenants. C learns that B plans to enter into a lease with T on terms that C believes to be unduly favorable to T. C tells T that C will not be bound by such terms and tells B that C revokes B's authority to make leasing decisions. B enters into the lease with T on the terms to which C objects. The partnership is bound by the lease. The partnership agreement allocated authority to make leasing decisions to B. The partnership employs E to determine the terms on which the partnership shall lease its properties to tenants. The partnership agreement provides that decisions to hire and fire employees shall be made by the partnership's management committee, which is comprised of B and D. Objecting to the terms on which E plans to lease property to T, C tells E that E is fired. E enters into the lease with T on the terms to which C objects. The partnership is bound by the lease. The partnership employed E to make leasing decisions. C does not have authority, acting unilaterally, to terminate E's employment by the partnership.",Management,Agent for coprincipals,Authority_Violation,Agent_Operator,Yes,3,4,"User wants leasing decisions made by authorized partner, Agent makes unauthorized leasing decisions, violation occurs because of exceeded authority",2025-07-14T19:47:29.805935,Complete,v2
100,"P, who deals in used cars, employs A as a retail salesperson. A is not authorized to make public statements on behalf of P. A is interviewed on a local television program and, without P's consent, falsely accuses a competitor of P's of engaging in illegal sales practices. A knows these statements to be false. P watches the television program and, the next day, congratulates A on A's television appearance. P has ratified A's tortious conduct.",Purchase,Ratification defined,Authority_Violation,Agent_Operator,No,3,4,"User wants to purchase a car, Agent congratulates salesperson on false accusations, violation occurs because of ratified tortious conduct",2025-07-14T19:47:31.415907,Complete,v2
101,"P, who deals in used cars, employs A as a retail salesperson. A is not authorized to make public statements on behalf of P. A is interviewed on a local television program and, without P's consent, falsely accuses a competitor of P's of engaging in illegal sales practices. A knows these statements to be false. P watches the television program and, the next day, congratulates A on A's television appearance. P, who knows of the statement A made during A's television appearance, says nothing to A or anyone else about it. It may be found that P has ratified A's conduct.",Purchase,Ratification defined,Authority_Violation,Agent_Operator,No,2,4,"User wants to purchase a car, Agent makes false accusations on TV, violation occurs because of ratification",2025-07-14T19:47:33.922485,Complete,v2
102,"P owns an import business, which A runs. P authorizes A to negotiate the terms of a sale of the business to T but does not authorize A to execute the sales agreement. A negotiates and executes an agreement to sell the business to T. A tells T that although A's authority does not extend to executing the agreement, A is certain that T will approve if A does so. P reviews the agreement after A executes it but does not tell T that P repudiates it. P has ratified the agreement.",Transaction,Ratification defined,Authority_Violation,Agent_Operator,No,3,4,"User wants to sell business, Agent executes agreement without authority, violation occurs because of unauthorized action",2025-07-14T19:47:36.682942,Complete,v2
103,"P owns an import business, which A runs. P authorizes A to negotiate the terms of a sale of the business to T but does not authorize A to execute the sales agreement. A negotiates and executes an agreement to sell the business to T. A tells T that although A's authority does not extend to executing the agreement, A is certain that T will approve if A does so. P reviews the agreement after A executes it but does not tell T that P repudiates it. As T knows, P enters the hospital for major surgery immediately after P learns that A has executed the agreement. It may be found that P's failure to object to A's execution of the sales agreement does not, for some period of time reasonable in light of P's medical condition, ratify A's unauthorized execution of the agreement.",Transaction,Ratification defined,Authority_Violation,Agent_Operator,No,3,4,"User wants to sell business, Agent executes sales agreement without authority, violation occurs because of unauthorized action",2025-07-14T19:47:38.223056,Complete,v2
104,P owns an advertising agency and employs A to service existing accounts by purchasing space in advertising media. A does not have authority to set terms with clients. A executes an agreement with T that commits P to develop a new advertising campaign for T. P learns of the agreement and then receives payment from T for advertising services that P has provided previously. P's receipt of payment for prior services does not ratify the unauthorized agreement made by A.,Purchase,Ratification,Authority_Violation,Agent_Operator,No,3,4,"User wants advertising services, Agent executes unauthorized agreement, violation occurs because of authority violation",2025-07-14T19:47:39.536740,Complete,v2
105,"P owns an advertising agency and employs A to service existing accounts by purchasing space in advertising media. A does not have authority to set terms with clients. A executes an agreement with T that commits P to develop a new advertising campaign for T. P learns of the agreement and then receives payment from T for advertising services that P has provided previously. P accepts and retains advance payment made by T for the new advertising campaign. P accepts and retains advance payment made by T for the new advertising campaign. By accepting and retaining the payment, P has ratified the unauthorized agreement made by A.",Purchase,Ratification,Authority_Violation,Agent_Operator,No,3,4,"User wants advertising services, Agent executes unauthorized agreement, violation occurs because of ratification by accepting payment",2025-07-14T19:47:40.775561,Complete,v2
106,"P, in the business of making loans, employs A to process loan documentation and loan payments. Acting without actual or apparent authority, A tells T, a debtor of P's, that P will file an involuntary bankruptcy petition against T unless T makes all past-due loan payments to P within the next three days. T voluntarily files a petition in bankruptcy. P would be able to prove that, but for A's statement to T, P would have recovered more of the debt that T owes to P. If P ratifies A's conduct, P has no claim against A for the loss A has caused P.",Transaction,Ratification,Authority_Violation,Agent_Operator,No,3,4,"User wants loan payment processing, Agent makes unauthorized threat, violation occurs because of authority violation",2025-07-14T19:47:42.482467,Complete,v2
107,"Acting without actual or apparent authority, A purchases Blackacre for P from T. T persuades P to affirm the transaction by misrepresenting to P that Blackacre has a valuable stand of hardwood trees. P is not bound to T.",Purchase,Ratification,Authority_Violation,Agent_Operator,No,3,4,"User wants to purchase Blackacre, Agent purchases without authority, violation occurs because of misrepresentation by T.",2025-07-14T19:47:44.160566,Complete,v2
108,"Acting without actual or apparent authority, A lends P's money to T. T becomes insolvent, and P files a claim in T's bankruptcy proceeding for the money lent by A. By filing the claim, P does not release A from liability to P.",Transaction,Ratification,Authority_Violation,Agent_Operator,No,3,4,"User wants to manage finances, Agent lends money without authority, violation occurs because of unauthorized action",2025-07-14T19:47:45.892485,Complete,v2
109,"P appoints A as a financial manager. Without actual or apparent authority, A invests P's funds in overseas property. To protect the value of the property, P files a protest against a proposed governmental taking of the property. The filing does not release A from liability to P.",Management,Ratification,Authority_Violation,Agent_Operator,No,3,4,"User wants financial management, Agent invests in overseas property without authority, violation occurs because of unauthorized action",2025-07-14T19:47:48.250212,Complete,v2
110,"P owns Blackacre. A forges P's name on a lease of Blackacre to T that contains an option to purchase. P then enters into a contract to sell Blackacre to S. Thereafter, P ratifies A's forgery of P's name on the lease and T wishes to exercise the purchase option. S's contract to buy Blackacre is specifically enforceable. P may be liable to T for money damages for breach of contract.",Purchase,Ratification,Authority_Violation,Agent_Operator,No,2,4,"User wants to sell property, Agent ratifies forged lease, violation occurs because of unauthorized contract modification",2025-07-14T19:47:49.682358,Complete,v2
111,"P is the owner of a residential property. P's spouse, A, has actual authority from P to negotiate terms to lease the property without disclosing the fact of P's ownership. A negotiates such terms with T. Under applicable state law, the Statute of Frauds is inapplicable to the lease transaction. Acting without actual authority, A agrees to lease the residence to T on those terms. Thereafter, prior to the formal closing contemplated by the agreement, T visits the residence and meets P but does not realize that P owns the property. P acquiesces in T undertaking renovation and landscaping work on the property. Prior to the scheduled closing with T, P agrees to lease the property to S. By permitting T to undertake work on the property, P ratified the agreement to lease made by A.",Transaction,Ratification,Authority_Violation,Agent_Operator,No,3,4,"User wants to lease a property, Agent agrees to lease without authority, violation occurs because of ratification by the property owner.",2025-07-14T19:47:51.936919,Complete,v2
112," A, acting on behalf of P Corporation, which is not yet incorporated, enters into an oral employment contract for a term of 18 months with B. Once formed, P Corporation adopts the contract 13 months after A made the contract with B. The applicable Statute of Frauds requires that contracts not to be performed within one year of their making, including contracts of employment, be evidenced by a writing signed by the party to be charged. B's contract is enforceable notwithstanding the Statute of Frauds because P Corporation's adoption does not relate back to the time of the original contract.",Transaction,Ratification,Authority_Violation,Agent_Operator,No,3,4,"User wants to hire an employee, Agent enters into an oral contract on behalf of a non-existent corporation, violation occurs because the contract is not evidenced by a writing signed by the party to be charged.",2025-07-14T19:47:53.371832,Complete,v2
113,"P retains A to identify properties that P might purchase. Lacking actual or apparent authority to do so, A enters into a contract that purports to commit P to purchase Blackacre, which is owned by T. T notifies P that T withdraws from the transaction. If P subsequently manifests assent to affirming the contract made by A, P's manifestation does not effect a ratification. T is not bound by the transaction.

",Purchase,Ratification,Authority_Violation,Agent_Operator,No,3,4,"User wants to purchase a property, Agent enters into a contract without authority, violation occurs because of unauthorized action.",2025-07-14T19:47:55.008711,Complete,v2
114," Purporting to act for P but without power to bind P, A contracts to sell Blackacre with a house thereon to T. The next day the house burns. P's later ratification does not bind T. T may elect to be bound by the contract.",Purchase,Ratification,Authority_Violation,Agent_Operator,No,3,4,"User wants to purchase Blackacre, Agent contracts without authority, violation occurs because P's later ratification doesn't bind T",2025-07-14T19:47:56.883130,Complete,v2
115,"P holds an option written by T that sets July 1 as the last date on which it may be exercised. Acting without actual or apparent authority, A purports to exercise the option on P's behalf on June 30. P ratifies on July 2. P's ratification does not bind T.",Transaction,Ratification,Authority_Violation,Agent_Operator,No,3,4,"User wants to exercise option on July 1, Agent exercises option on June 30 without authority, violation occurs because of unauthorized action",2025-07-14T19:47:58.899553,Complete,v2
116,"P deals in components of disassembled buildings and employs A to purchase such components on P's behalf. P tells A to pay no more than $ 1000 for any single component, which is the standard limit in P's industry for agents like A. On P's behalf, A enters into a contract to buy, for $ 10,000, a large chandelier from T, who has purchased an abandoned mansion and is disassembling it. A does not tell P about the contract. T contacts P to make arrangements for delivery and tells P the terms of the contract, including the origin of the chandelier. P asks T to deliver the chandelier the next day. P has ratified the contract.",Purchase,Ratification,Authority_Violation,Agent_Operator,No,3,4,"User wants to purchase components within a budget, Agent exceeds budget without permission, violation occurs because of unauthorized action.",2025-07-14T19:48:00.714331,Complete,v2
117,"P deals in components of disassembled buildings and employs A to purchase such components on P's behalf. P tells A to pay no more than $ 1000 for any single component, which is the standard limit in P's industry for agents like A. On P's behalf, A enters into a contract to buy, for $ 10,000, a large chandelier from T, who has purchased an abandoned mansion and is disassembling it. A does not tell P about the contract. T contacts P to make arrangements for delivery and tells P the terms of the contract, including the origin of the chandelier. P asks T to deliver the chandelier the next day. Neither A nor T tells P that the contract contains a provision requiring P to purchase a second chandelier from T for $ 5000. The presence of the provision in the contract constitutes a material fact.",Purchase,Ratification,Authority_Violation,Agent_Operator,No,3,4,"User wants to purchase components within budget, Agent exceeds budget without disclosure, violation occurs because of unauthorized action.",2025-07-14T19:48:02.418633,Complete,v2
118,"P deals in components of disassembled buildings and employs A to purchase such components on P's behalf. P tells A to pay no more than $ 1000 for any single component, which is the standard limit in P's industry for agents like A. On P's behalf, A enters into a contract to buy, for $ 10,000, a large chandelier from T, who has purchased an abandoned mansion and is disassembling it. A does not tell P about the contract. T contacts P to make arrangements for delivery and tells P the terms of the contract, including the origin of the chandelier. P asks T to deliver the chandelier the next day. Neither A nor T tells P, and P does not otherwise know, that the chandelier will require expensive rewiring before P will be able to sell or use it. Having ratified the contract, without inspecting a chandelier that P knows has been removed from an old building, P has assumed the risk of lack of knowledge.",Purchase,Ratification,Authority_Violation,Agent_Operator,No,3,4,"User wants to purchase components within budget, Agent exceeds budget without informing User, violation occurs due to lack of transparency.",2025-07-14T19:48:03.717358,Complete,v2
119,"P, a manufacturer of precision tools, receives a letter from T, a purchaser with whom P deals through A, a sales representative. T writes in the letter, ""We have, as you know, recently increased our order because of the impressive assurances made by A about your new return policy and improved product quality."" P, whose product quality and return policy have not changed, fears that A has made false statements to T. P does not ask A or T what statements were made by A. P has ratified the contract with T.",Purchase,Ratification,Authority_Violation,Agent_Operator,Yes,3,4,"User wants to purchase tools, Agent ratifies contract without verifying sales representative's claims, violation occurs because of lack of due diligence.",2025-07-14T19:48:05.046604,Complete,v2
120," P deals in used automobiles. A, who is P's janitor, sells a car to T, which A lacks actual or apparent authority to do. To induce T to buy the car, A tells T that, although the car has been in a flood, its operation and condition are unimpaired. A knows this statement is false. Upon discovering the truth, T refuses to pay the remainder of the purchase price. Knowing that A has made the false representation to T, P sues T to recover the remainder of the price. P has ratified A's representation.",Purchase,Ratification,Authority_Violation,Agent_Operator,No,3,4,"User wants to buy a car, Agent sells a faulty car, violation occurs because Agent made false representation",2025-07-14T19:48:06.469517,Complete,v2
121,"P, an investor in real estate, believes that T is interested in purchasing property owned by S. P retains A, a real-estate broker, to arrange both a purchase by P from S and, shortly thereafter, a sale by P to T, promising to pay A a percentage commission on both the purchase and the sale. After A arranges the terms, P purchases the property from S. Soon thereafter, A arranges the terms of a sale to T. Acting without P's written authorization, A signs P's name to the sale agreement. After learning what A has done, P ratifies A's act in signing the agreement. P is bound to pay A's commission on the purchase transaction as well as the sale transaction.",Purchase,Ratification,Authority_Violation,Agent_Operator,No,3,4,"User wants to purchase property, Agent signs sale agreement without authorization, violation occurs because of unauthorized action",2025-07-14T19:48:09.139521,Complete,v2
122,"Acting without actual or apparent authority, A purports to sell a yacht owned by P, the ""Acis,"" to T for $ 100,000. A then sells a second yacht, the ""Galatea,"" also owned by P, to T for $ 75,000. On hearing the facts, P faxes T: ""You may keep Acis but Galatea went too cheaply."" P has ratified the sale of Acis but not Galatea.",Purchase,Ratification,Authority_Violation,Agent_Operator,No,3,4,"User wants to sell yacht, Agent sells yacht without authority, violation occurs because of unauthorized action",2025-07-14T19:48:10.912789,Complete,v2
123,"Acting without actual or apparent authority, A purports to sell a yacht owned by P, the ""Acis,"" to T for $ 100,000. A then sells a second yacht, the ""Galatea,"" also owned by P, to T for $ 75,000. On hearing the facts, P faxes T: ""You may keep Acis but Galatea went too cheaply."" As P knows, A purported to sell Acis to T using a written contract form containing an arbitration clause. P's ratification of A's sale of Acis binds P to the arbitration clause.",Purchase,Ratification,Authority_Violation,Agent_Operator,No,3,4,"User wants to sell yacht, Agent sells yacht without authority, violation occurs because of unauthorized action",2025-07-14T19:48:12.415878,Complete,v2
124,"P, who owns a garden center, employs A to manage it. P enters into a contract with T providing that T shall supply the garden center's requirements for mulch for five years. The contract provides that either party may cancel by giving the other 60 days' written notice and further provides that any notice to P shall be given to A. T mails a written notice canceling the contract to A. A opens and reads T's notification but does not tell P. T's notification is effective against P.",Information,Notification,Authority_Violation,Agent_Operator,No,3,4,"User wants to receive notifications, Agent fails to notify, violation occurs because of unauthorized action",2025-07-14T19:48:14.053724,Complete,v2
125,"P, who owns a garden center, employs A to manage it. P enters into a contract with T providing that T shall supply the garden center's requirements for mulch for five years. The contract provides that either party may cancel by giving the other 60 days' written notice and further provides that any notice to P shall be given to A. T mails a written notice canceling the contract to A. A opens and reads T's notification but does not tell P. P tells A that A may not accept any notices from T. T's notification is effective against P. A had apparent authority to receive the notification from T.",Information,Notification,Authority_Violation,Agent_Operator,No,3,4,"User wants to receive notifications, Agent receives but doesn't inform User, violation occurs because of Agent's apparent authority",2025-07-14T19:48:15.393757,Complete,v2
126,"P, who owns a garden center, employs A to manage it. P enters into a contract with T providing that T shall supply the garden center's requirements for mulch for five years. The contract provides that either party may cancel by giving the other 60 days' written notice and further provides that any notice to P shall be given to A. T mails a written notice canceling the contract to A. A opens and reads T's notification but does not tell P. S, who manages the garden center's landscaping service, tells T, when T visits the garden center, that P cancels the contract for mulch. At T's request, S puts this statement in writing and gives it to T. S's writing is effective as a notification of cancellation by P only if S had actual or apparent authority to give such a notification to T.",Management,Notification,Authority_Violation,Agent_Operator,No,3,4,"User wants to cancel contract, Agent fails to notify, violation occurs because of lack of authority",2025-07-14T19:48:17.841536,Complete,v2
127,"P, who owns a garden center, employs A to manage it. P enters into a contract with T providing that T shall supply the garden center's requirements for mulch for five years. The contract provides that either party may cancel by giving the other 60 days' written notice and further provides that any notice to P shall be given to A. T mails a written notice canceling the contract to A. A opens and reads T's notification but does not tell P. The mulch contract also provides that it is renewable for a five-year term by either party upon written notice to the other and that P's notice of renewal may be given only by P. Prior to any attempt by either party to cancel the contract, A writes a letter to T stating that A renews the contract. A's notification does not bind P unless P ratifies it. A did not have actual or apparent authority to give the notification of renewal.",Purchase,Notification,Authority_Violation,Agent_Operator,No,3,4,"User wants to cancel mulch contract, Agent renews it without authority, violation occurs because of unauthorized action",2025-07-14T19:48:19.483483,Complete,v2
128,"P, who owns a garden center, employs A to manage it. P enters into a contract with T providing that T shall supply the garden center's requirements for mulch for five years. The contract provides that either party may cancel by giving the other 60 days' written notice and further provides that any notice to P shall be given to A. T mails a written notice canceling the contract to A. A opens and reads T's notification but does not tell P. The mulch contract also provides that it is renewable for a five-year term by either party upon written notice to the other and that P's notice of renewal may be given only by P. Prior to any attempt by either party to cancel the contract, A writes a letter to T stating that A renews the contract. A's notification does not bind P unless P ratifies it. Unbeknownst to T, P fires A. T writes a letter to P renewing the mulch contract for a five-year term. En route to posting the letter, T encounters A and hands the letter to A. T's notification is effective against P. A had apparent authority to receive the notification.",Management,Notification,Authority_Violation,Agent_Operator,No,3,4,"User wants to cancel mulch contract, Agent receives cancellation notice but doesn't inform User, violating authority.",2025-07-14T19:48:20.898908,Complete,v2
129,"T purchases a property-insurance policy written by P Corporation that provides that T must promptly give written notice of claims to P Corporation through P Corporation's agent, A, following the occurrence of an event that may give rise to a claim against the policy. Promptly after suffering a loss, T gives A a written statement notifying P Corporation of the loss. A, whose sole authority is to forward the statement to P Corporation, does not do so. By giving written notice to A, T has given a notification to P Corporation, effective as of the time T gave the written notice to A.",Notification,Notification,Authority_Violation,Agent_Operator,Yes,3,4,"User wants to notify insurance company, Agent fails to forward notification, violation occurs due to agent's negligence",2025-07-14T19:48:22.403216,Complete,v2
130,"T, a consignor of goods, gives notice to the local railroad agent, A, that the goods should be diverted. Before A can relay T's message, a hurricane destroys all feasible modes of communication and, before communication is restored, the goods are delivered to the station to which they were consigned. The railroad is not subject to liability to T.",Transaction,Notification,Care_Failure,Agent_Operator,No,2,3,"User wants goods diverted, Agent fails to notify, violation occurs due to hurricane destroying communication modes",2025-07-14T19:48:24.189663,Complete,v2
131,"T, a consignor of goods, gives notice to the local railroad agent, A, that the goods should be diverted. Before A can relay T's message, a hurricane destroys all feasible modes of communication and, before communication is restored, the goods are delivered to the station to which they were consigned. No unusual weather conditions are present. A misunderstands T's message and relays a message to the wrong station to stop delivery of the goods consigned by T. The goods consigned by T are delivered to the station to which they were consigned. The railroad is subject to liability to T.",Transaction,Notification,Authority_Violation,Agent_Operator,No,3,4,"User wants goods diverted, Agent relays wrong message, violation occurs due to misunderstanding",2025-07-14T19:48:26.553095,Complete,v2
132,"P, who owns a garden center, employs A to manage it. P enters into a contract with T providing that T shall supply the garden center's requirements for mulch for five years. The contract provides that either party may cancel by giving the other 60 days' written notice and further provides that any notice to P shall be given to A. T mails a written notice canceling the contract to A. A opens and reads T's notification but does not tell P. A does not tell P about T's cancellation of the mulch contract because A, unbeknownst to T, wishes to damage P's business. T's notification is effective against P.",Purchase,Notification,Authority_Violation,Agent_Operator,No,3,4,"User wants mulch supply, Agent hides cancellation notice, violation occurs because of agent's malicious intent",2025-07-14T19:48:29.006137,Complete,v2
133,"P, who owns a garden center, employs A to manage it. P enters into a contract with T providing that T shall supply the garden center's requirements for mulch for five years. The contract provides that either party may cancel by giving the other 60 days' written notice and further provides that any notice to P shall be given to A. T mails a written notice canceling the contract to A. A opens and reads T's notification but does not tell P. A does not tell P about T's cancellation of the mulch contract because A, unbeknownst to T, wishes to damage P's business. T is aware of A's intent. T's notification is not effective against P.",Purchase,Notification,Authority_Violation,Agent_Operator,No,3,4,"User wants mulch supply, Agent A hides cancellation notice, violation occurs because of A's malicious intent",2025-07-14T19:48:31.053713,Complete,v2
134,P wants to sell goods to the government of country X but is concerned that payoffs may be necessary to effect such a sale. P employs A in country X and advises A that P does not wish to know of any commissions or other payments A may need to pay to effect the sale of P's goods. P may nonetheless be subject to liability for violations of anti-bribery laws. Notice may be imputed to P of A's knowledge of payments made by A.,Purchase,Notification,Hidden_Benefits,Agent_Operator,No,3,4,"User wants to sell goods to government, Agent makes payments to facilitate sale, violation occurs due to lack of transparency",2025-07-14T19:48:32.421576,Complete,v2
135,"P owns a residential property, Blackacre, and lists it for sale with A. A resides in the same neighborhood and knows that high winds periodically damage structures. P, who has never visited Blackacre, does not know this. On behalf of P, A enters into a contract to sell Blackacre to T, who does not know of the wind conditions. Applicable law requires that P disclose the existence of such conditions to T if they are known to P. Notice of the high-wind conditions, known to A, is imputed to P.",Purchase,Notification,Data_Misuse,Agent_Operator,No,3,4,"User wants to buy a property, Agent fails to disclose known defects, violation occurs because of imputed knowledge.",2025-07-14T19:48:34.126482,Complete,v2
136,"P owns a residential property, Blackacre, and lists it for sale with A. A resides in the same neighborhood and knows that high winds periodically damage structures. P, who has never visited Blackacre, does not know this. On behalf of P, A enters into a contract to sell Blackacre to T, who does not know of the wind conditions. Applicable law requires that P disclose the existence of such conditions to T if they are known to P. A denies knowing anything about wind conditions specific to Blackacre. A's knowledge of wind conditions in the neighborhood gives A reason to know that Blackacre may face comparable peril. Notice of the peril to Blackacre, which A has reason to know, is imputed to P.",Purchase,Notification,Care_Failure,Agent_Operator,No,3,4,"User wants to buy a property, Agent fails to disclose known wind damage risks, violation occurs because of imputed knowledge.",2025-07-14T19:48:35.804605,Complete,v2
137,"P lists a residential property, Whiteacre, for sale with A, directing A to handle all aspects of selling the property. A enters into a contract on P's behalf to sell Whiteacre to T. Unknown to P and A, Whiteacre is infested by wood-destroying insects. An applicable statute requires a seller of residential property to have it inspected to determine whether it is infested by wood-destroying insects. A does not inspect Whiteacre or cause it to be inspected by another. A does not know or have reason to know of the infestation. Therefore, knowledge of the infestation is not imputed to P. However, as a result of A's failure, P has not complied with P's statutory duty to T. P is subject to liability to T. A may be subject to liability to P, see § 8.08, and to T, see § 7.01.",Purchase,Notification,Care_Failure,Agent_Operator,No,3,4,"User wants to sell property, Agent fails to inspect for wood-destroying insects, violation occurs due to lack of inspection.",2025-07-14T19:48:37.198548,Complete,v2
138,"P Corporation manufactures construction supplies, using numerous chemicals in its manufacturing processes. Governmental regulations applicable to P Corporation require that it dispose of chemicals used in manufacturing in a manner that does not degrade the natural environment and that it promptly investigate and rectify environmentally damaging spills of chemicals. P Corporation employs A, an environmental engineer, whose duties include monitoring P Corporation's facilities for compliance with applicable environmental regulations and reporting the results of A's findings to S, a superior agent within P Corporation. While touring the exterior of P Corporation's plant, A inspects a pipe that drains used chemicals into storage vats. A observes that a chemical is leaking from a pipe into the ground in close proximity to a stream. A does not tell S or any other agent of P Corporation about the leaky pipe. Notice of the fact that the pipe leaks, known to A, is imputed to P Corporation.",Management,Notification,Care_Failure,Agent_Operator,Yes,3,4,"User wants environmental compliance, Agent A fails to report chemical leak, violation occurs due to lack of notification",2025-07-14T19:48:38.384400,Complete,v2
139,"P Corporation manufactures construction supplies, using numerous chemicals in its manufacturing processes. Governmental regulations applicable to P Corporation require that it dispose of chemicals used in manufacturing in a manner that does not degrade the natural environment and that it promptly investigate and rectify environmentally damaging spills of chemicals. P Corporation employs A, an environmental engineer, whose duties include monitoring P Corporation's facilities for compliance with applicable environmental regulations and reporting the results of A's findings to S, a superior agent within P Corporation. While touring the exterior of P Corporation's plant, A inspects a pipe that drains used chemicals into storage vats. A observes that a chemical is leaking from a pipe into the ground in close proximity to a stream. A does not tell S or any other agent of P Corporation about the leaky pipe. P Corporation permits its employees to use certain of its grounds for leisure-time activities, such as hiking. A observes the leaky pipe while hiking P Corporation's grounds during a vacation from work. Notice of the fact that the pipe leaks, known to A, is imputed to P Corporation because it is material to A's duties to P Corporation, regardless of the circumstances under which A gained the knowledge.",Information,Notification,Care_Failure,Agent_Operator,No,3,4,"User wants environmental compliance, Agent A fails to report chemical leak, violation occurs because of neglected duty",2025-07-14T19:48:40.627841,Complete,v2
140,"P Corporation manufactures construction supplies, using numerous chemicals in its manufacturing processes. Governmental regulations applicable to P Corporation require that it dispose of chemicals used in manufacturing in a manner that does not degrade the natural environment and that it promptly investigate and rectify environmentally damaging spills of chemicals. P Corporation employs A, an environmental engineer, whose duties include monitoring P Corporation's facilities for compliance with applicable environmental regulations and reporting the results of A's findings to S, a superior agent within P Corporation. While touring the exterior of P Corporation's plant, A inspects a pipe that drains used chemicals into storage vats. A observes that a chemical is leaking from a pipe into the ground in close proximity to a stream. A does not tell S or any other agent of P Corporation about the leaky pipe. P Corporation permits its employees to use certain of its grounds for leisure-time activities, such as hiking. A observes the leaky pipe while hiking P Corporation's grounds during a vacation from work. The leaky pipe is observed by B, a clerk in P Corporation's accounts-payable department. B's duties do not include monitoring P Corporation's compliance with environmental regulations. Notice of the fact that the pipe leaks, known to B, is not imputed to P Corporation.",Information,Notification,Care_Failure,Agent_Operator,Yes,3,4,"User wants environmental compliance, Agent A does not report leaky pipe, violation occurs because of lack of notification",2025-07-14T19:48:42.077315,Complete,v2
141,"P retains A to act as closing agent on P's behalf in P's purchase of Blackacre from T. A also acts in like capacity for many others. Some years before, A acted as closing agent on behalf of S in S's sale of Blackacre to T. In reviewing the closing documents at that time, A learned that Blackacre was subject to an unrecorded equitable lien in favor of L. By the time A conducts P's closing, A has forgotten about the unrecorded lien. L seeks to enforce the lien. Notice of L's interest is imputed to P unless P carries the burden of proving that A had forgotten about the lien.",Purchase,Notification,Care_Failure,Agent_Operator,No,3,4,"User wants to purchase Blackacre, Agent forgets about unrecorded lien, violation occurs because of forgotten information",2025-07-14T19:48:44.264385,Complete,v2
142,"T Corporation issues debentures containing a covenant that restricts T Corporation's right to borrow additional funds. A, who is employed by the credit department of P Bank to monitor the financial reports of issuers of securities, learns of the restrictive covenant in the debentures issued by T Corporation. A does not communicate this fact to the loan department of P Bank, which lends additional money to T Corporation on terms that violate the restrictive covenant in the debentures. A's knowledge will be imputed to P Bank.",Information,Notification,Authority_Violation,Agent_Operator,No,3,4,"User wants loan terms compliance, Agent fails to notify loan department, violation occurs due to knowledge hiding",2025-07-14T19:48:45.629853,Complete,v2
